Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Ratios: (NASA FLT) / (Pool),Ratios: (Ba Pool) / (Pool),Ratios: (FLT Pool) / (Pool),Ratio Standard Errors [%]: (NASA FLT) / (Pool),Ratio Standard Errors [%]: (Ba Pool) / (Pool),Ratio Standard Errors [%]: (FLT Pool) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
False,IsMasterProtein,Q3UCD9,"Cathepsin D, isoform CRA_a OS=Mus musculus GN=Ctsd PE=2 SV=1",51.9512195121951,22,56,21,1,410,44.925,7.15,1.07,0.88,1.31,32.5,14.21,19.37,,22,0,0.0,Green,111.552724065183
False,IsMasterProtein,Q8BU21,"Glutaminyl-tRNA synthetase, isoform CRA_a OS=Mus musculus GN=Qars PE=2 SV=1",44.5161290322581,29,50,28,1,775,87.674,7.43,1.11,0.96,1.03,24.6,11.17,10.55,,29,0,0.0,Green,111.196319304477
False,IsMasterProtein,Q61833,Ribophorin OS=Mus musculus GN=Rpn2 PE=2 SV=1,48.9291598023064,25,36,25,1,607,66.261,5.81,1.1,0.93,0.77,47.1,13.58,8.93,,25,0,0.0,Green,111.14216848319
False,IsMasterProtein,P60335,Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1,76.123595505618,20,53,20,1,356,37.474,7.09,1.02,0.92,1.04,23.56,5.9,6.38,,20,0,0.0,Green,111.047024605266
False,IsMasterProtein,P10518,Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1,76.3636363636364,19,53,19,1,330,36.0,6.79,0.92,0.88,1.16,27.33,11.73,16.04,,19,0,0.0,Green,110.674990938735
False,IsMasterProtein,P14869,60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3,69.4006309148265,25,60,25,1,317,34.195,6.25,1.08,0.92,0.95,22.34,8.9,14.03,,25,0,0.0,Green,110.636662595931
False,IsMasterProtein,P47199,Quinone oxidoreductase OS=Mus musculus GN=Cryz PE=1 SV=1,73.7160120845921,23,64,23,1,331,35.246,8.07,0.97,0.86,1.1,20.12,7.48,9.98,,23,0,0.0,Green,110.608724208766
False,IsMasterProtein,Q9DCN2,NADH-cytochrome b5 reductase 3 OS=Mus musculus GN=Cyb5r3 PE=1 SV=3,78.7375415282392,24,78,24,1,301,34.106,8.38,1.08,0.9,0.76,40.14,11.07,11.77,,24,0,0.0,Green,110.30395760024
False,IsMasterProteinCandidate,Q9DCN2-2,Isoform 2 of NADH-cytochrome b5 reductase 3 OS=Mus musculus GN=Cyb5r3,85.2517985611511,24,78,24,1,278,31.529,8.38,1.08,0.9,0.76,40.14,11.07,11.77,,24,0,0.0,Green,110.30395760024
False,IsMasterProtein,Q3TQX5,Putative uncharacterized protein OS=Mus musculus GN=Ddx3x PE=2 SV=1,50.9063444108761,31,55,31,1,662,73.056,7.18,1.13,0.95,1.06,23.11,7.88,12.61,,31,0,0.0,Green,110.196808636739
False,IsMasterProtein,Q9DBN5,"Lon protease homolog 2, peroxisomal OS=Mus musculus GN=Lonp2 PE=1 SV=1",45.3051643192488,34,52,32,1,852,94.467,7.23,0.99,0.83,0.88,35.18,31.71,21.98,,34,0,0.0,Green,110.129196479829
False,IsMasterProtein,Q922Q1,Mitochondrial amidoxime reducing component 2 OS=Mus musculus GN=Marc2 PE=1 SV=1,60.6508875739645,25,64,24,1,338,38.17,8.68,1.12,0.97,0.78,37.14,7.87,31.3,,25,0,0.0,Green,109.918204741181
False,IsMasterProtein,Q8QZR3,Pyrethroid hydrolase Ces2a OS=Mus musculus GN=Ces2a PE=1 SV=1,56.4516129032258,19,46,19,1,558,61.9,6.16,1.06,0.84,1.06,26.81,13.37,23.97,,19,0,0.0,Green,109.842571649537
False,IsMasterProtein,Q91W64,Cytochrome P450 2C70 OS=Mus musculus GN=Cyp2c70 PE=1 SV=2,54.1922290388548,23,42,23,1,489,55.984,8.09,1.26,1.0,0.79,38.79,8.07,23.95,,23,0,0.0,Green,109.824632111871
False,IsMasterProtein,A2A7S7,Tyrosine--tRNA ligase OS=Mus musculus GN=Yars PE=1 SV=1,67.7304964539007,37,60,37,1,564,62.962,8.44,1.1,0.91,1.02,20.11,4.54,6.34,,37,0,0.0,Green,109.523464037443
False,IsMasterProteinCandidate,Q91WQ3,"Tyrosine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Yars PE=1 SV=3",72.3484848484848,37,60,37,1,528,59.068,7.01,1.1,0.91,1.02,20.11,4.54,6.34,,37,0,0.0,Green,109.523464037443
False,IsMasterProtein,Q91X72,Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2,59.1304347826087,31,72,31,1,460,51.285,7.8,1.09,0.96,0.96,51.13,10.91,21.84,,31,0,0.0,Green,109.473673780105
False,IsMasterProtein,P17751,Triosephosphate isomerase OS=Mus musculus GN=Tpi1 PE=1 SV=4,77.5919732441472,21,88,21,1,299,32.171,5.74,1.03,0.87,0.98,23.84,8.54,13.61,,21,0,0.0,Green,109.282227953782
False,IsMasterProtein,Q8C5H8,"NAD kinase 2, mitochondrial OS=Mus musculus GN=Nadk2 PE=1 SV=2",68.141592920354,29,55,28,1,452,50.827,8.07,0.97,0.86,1.05,23.83,10.55,9.55,,29,0,0.0,Green,109.147921582283
False,IsMasterProtein,P67778,Prohibitin OS=Mus musculus GN=Phb PE=1 SV=1,88.2352941176471,22,62,22,1,272,29.802,5.76,1.06,0.94,0.94,29.07,9.19,10.01,,22,0,0.0,Green,108.723271686704
False,IsMasterProtein,Q99L04,Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=1 SV=1,82.1086261980831,25,42,24,1,313,33.983,8.35,1.1,0.9,1.0,23.43,8.32,12.41,,25,0,0.0,Green,108.624798391123
False,IsMasterProtein,P39054,Dynamin-2 OS=Mus musculus GN=Dnm2 PE=1 SV=2,48.1609195402299,38,46,38,1,870,98.084,7.43,1.03,0.84,0.97,23.3,11.6,7.74,,38,0,0.0,Green,108.378460318579
False,IsMasterProteinCandidate,P39054-2,Isoform 2 of Dynamin-2 OS=Mus musculus GN=Dnm2,48.3833718244804,38,46,38,1,866,97.672,7.62,1.03,0.84,0.97,23.3,11.6,7.74,,38,0,0.0,Green,108.378460318579
False,IsMasterProteinCandidate,Q3T9X3,Dynamin-2 OS=Mus musculus GN=Dnm2 PE=1 SV=1,48.7209302325581,38,46,38,1,860,97.135,7.62,1.03,0.84,0.97,23.3,11.6,7.74,,38,0,0.0,Green,108.378460318579
False,IsMasterProtein,Q7TMK9-2,Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip,50.1779359430605,30,58,29,1,562,62.633,7.56,0.99,0.9,0.9,31.36,7.23,30.66,,30,0,0.0,Green,108.349782380336
False,IsMasterProtein,Q8BH95,"Enoyl-CoA hydratase, mitochondrial OS=Mus musculus GN=Echs1 PE=1 SV=1",65.1724137931034,22,103,22,1,290,31.454,8.48,1.01,0.92,1.15,21.07,13.83,7.53,,22,0,0.0,Green,108.340672040976
False,IsMasterProtein,Q99J39,"Malonyl-CoA decarboxylase, mitochondrial OS=Mus musculus GN=Mlycd PE=1 SV=1",53.4552845528455,22,49,22,1,492,54.701,8.94,1.05,0.92,0.98,22.05,16.1,13.45,,22,0,0.0,Green,108.145205293454
False,IsMasterProtein,Q3U2P1,Protein transport protein Sec24A OS=Mus musculus GN=Sec24a PE=1 SV=1,31.5596330275229,27,46,27,1,1090,118.707,7.83,1.01,0.83,0.93,22.72,14.33,9.21,,27,0,0.0,Green,108.08920735275
False,IsMasterProtein,P62196,26S protease regulatory subunit 8 OS=Mus musculus GN=Psmc5 PE=1 SV=1,65.2709359605911,26,63,24,1,406,45.597,7.55,0.97,0.83,0.96,26.19,7.49,16.16,,26,0,0.0,Green,108.075212480578
False,IsMasterProtein,Q5FW57,Glycine N-acyltransferase-like protein OS=Mus musculus GN=Gm4952 PE=1 SV=3,81.0810810810811,20,55,20,1,296,34.146,7.8,0.98,0.82,1.66,32.86,14.17,30.05,,20,0,0.0,Green,107.912729093837
False,IsMasterProtein,Q9DBG1,"Sterol 26-hydroxylase, mitochondrial OS=Mus musculus GN=Cyp27a1 PE=1 SV=1",60.0375234521576,33,87,30,1,533,60.682,9.14,1.17,0.86,0.99,26.97,14.6,6.94,,33,0,0.0,Green,107.911557275122
False,IsMasterProtein,Q9R112,"Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus GN=Sqrdl PE=1 SV=3",66.8888888888889,27,50,27,1,450,50.25,9.09,1.23,1.03,0.95,24.01,10.28,27.2,,27,0,0.0,Green,107.728414637875
False,IsMasterProtein,Q8BFW7,Lipoma-preferred partner homolog OS=Mus musculus GN=Lpp PE=1 SV=1,43.7194127243067,21,34,21,1,613,65.848,7.37,1.12,0.91,1.36,30.4,5.15,23.96,,21,0,0.0,Green,107.525421069518
False,IsMasterProtein,Q8CIB5,Fermitin family homolog 2 OS=Mus musculus GN=Fermt2 PE=1 SV=1,47.2058823529412,27,45,27,1,680,77.751,6.7,1.08,0.87,1.11,27.8,11.69,18.17,,27,0,0.0,Green,107.48452880231
False,IsMasterProtein,Q3U0V1,Far upstream element-binding protein 2 OS=Mus musculus GN=Khsrp PE=1 SV=2,41.8449197860963,25,40,23,1,748,76.728,7.33,1.04,0.9,1.18,23.16,5.45,16.18,,25,0,0.0,Green,107.349870498466
False,IsMasterProtein,Q91V76,Ester hydrolase C11orf54 homolog OS=Mus musculus PE=1 SV=1,76.5079365079365,20,58,19,1,315,34.973,6.29,1.01,0.88,1.01,18.04,9.07,11.24,,20,0,0.0,Green,107.332015293716
False,IsMasterProtein,Q91XE0,Glycine N-acyltransferase OS=Mus musculus GN=Glyat PE=1 SV=1,91.8918918918919,25,62,25,1,296,34.076,8.28,1.19,0.99,1.07,18.83,8.22,15.27,,25,0,0.0,Green,107.279338735461
False,IsMasterProtein,B9EHJ3,Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=1,32.8189910979228,44,57,44,1,1685,188.736,6.67,0.94,0.8,0.98,24.07,12.11,8.75,,44,0,0.0,Green,107.244290249532
False,IsMasterProtein,Q8JZK9,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Mus musculus GN=Hmgcs1 PE=1 SV=1",58.0769230769231,26,39,26,1,520,57.532,5.99,1.28,1.07,0.89,41.59,9.14,8.82,,26,0,0.0,Green,107.205204262306
False,IsMasterProtein,Q6A0A9,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus GN=FAM120A PE=1 SV=2,33.0935251798561,29,46,28,1,1112,121.569,8.92,1.09,0.87,0.94,24.39,12.47,15.02,,29,0,0.0,Green,107.203264555844
False,IsMasterProtein,P28843,Dipeptidyl peptidase 4 OS=Mus musculus GN=Dpp4 PE=1 SV=3,42.6315789473684,29,70,29,1,760,87.381,6.42,1.07,0.87,0.88,24.6,11.91,3.66,,29,0,0.0,Green,107.171762780677
False,IsMasterProtein,Q9CR16,Peptidyl-prolyl cis-trans isomerase D OS=Mus musculus GN=Ppid PE=1 SV=3,67.8378378378378,29,54,29,1,370,40.717,7.43,1.14,0.99,1.21,27.21,12.42,21.81,,29,0,0.0,Green,107.134226602109
False,IsMasterProtein,Q3V235,Prohibitin 2 OS=Mus musculus GN=Phb2 PE=2 SV=1,79.933110367893,24,57,24,1,299,33.276,9.83,1.01,0.89,0.93,25.18,7.88,9.01,,24,0,0.0,Green,107.106328186382
False,IsMasterProtein,Q9JMA7,Cytochrome P450 3A41 OS=Mus musculus GN=Cyp3a41a PE=1 SV=2,57.5396825396825,29,76,29,1,504,57.949,7.68,1.2,1.0,0.71,40.57,4.21,4.19,,29,0,0.0,Green,107.016708688833
False,IsMasterProtein,Q8BJ64,"Choline dehydrogenase, mitochondrial OS=Mus musculus GN=Chdh PE=1 SV=1",62.0805369127517,33,61,32,1,596,66.372,8.51,0.96,0.84,0.98,22.15,7.37,10.07,,33,0,0.0,Green,106.960309496915
False,IsMasterProtein,O08914,Fatty-acid amide hydrolase 1 OS=Mus musculus GN=Faah PE=1 SV=1,62.5215889464594,26,41,26,1,579,63.18,7.87,1.09,0.88,0.85,36.53,2.96,9.77,,26,0,0.0,Green,106.575523348784
False,IsMasterProtein,Q3TXU4,"Apolipoprotein E, isoform CRA_h OS=Mus musculus GN=Apoe PE=2 SV=1",69.7749196141479,25,81,25,1,311,35.844,5.68,1.09,0.96,0.9,21.66,7.25,24.83,,25,0,0.0,Green,106.065319873498
False,IsMasterProtein,Q9WUA2,Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=1 SV=2,55.1782682512733,29,54,28,1,589,65.655,7.12,1.09,0.92,1.06,24.35,12.0,12.89,,29,0,0.0,Green,106.017826936616
False,IsMasterProtein,P48036,Annexin A5 OS=Mus musculus GN=Anxa5 PE=1 SV=1,71.7868338557994,31,66,31,1,319,35.73,4.96,0.93,0.81,1.03,24.78,6.79,10.07,,31,0,0.0,Green,105.998005452226
False,IsMasterProtein,Q8BY87,Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus GN=Usp47 PE=1 SV=2,33.8662790697674,43,59,42,1,1376,157.356,5.11,0.97,0.84,1.0,22.46,13.93,4.23,,43,0,0.0,Green,105.894829943114
False,IsMasterProtein,Q60866,Phosphotriesterase-related protein OS=Mus musculus GN=Pter PE=1 SV=1,69.6275071633238,23,46,23,1,349,39.193,6.67,1.03,0.89,1.07,24.31,15.2,11.15,,23,0,0.0,Green,105.874674591349
False,IsMasterProtein,Q9CQ62,"2,4-dienoyl-CoA reductase, mitochondrial OS=Mus musculus GN=Decr1 PE=1 SV=1",65.0746268656716,28,87,26,1,335,36.191,8.95,0.98,0.85,1.11,25.38,9.03,14.43,,28,0,0.0,Green,105.613079315921
False,IsMasterProtein,O09174,Alpha-methylacyl-CoA racemase OS=Mus musculus GN=Amacr PE=1 SV=4,67.9790026246719,25,52,24,1,381,41.677,7.4,1.09,0.96,1.05,19.62,12.56,9.69,,25,0,0.0,Green,105.456342203582
False,IsMasterProtein,Q91XH5,Sepiapterin reductase OS=Mus musculus GN=Spr PE=1 SV=1,69.4656488549618,18,66,18,1,262,27.91,6.21,0.95,0.92,1.05,21.16,16.47,12.48,,18,0,0.0,Green,105.236890735139
False,IsMasterProtein,Q9D051,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1",71.0306406685237,19,70,19,1,359,38.912,6.87,0.99,0.97,0.99,27.19,16.27,16.73,,19,0,0.0,Green,105.115024252651
False,IsMasterProtein,Q61768,Kinesin-1 heavy chain OS=Mus musculus GN=Kif5b PE=1 SV=3,40.809968847352,33,48,32,1,963,109.484,6.44,1.05,0.94,0.98,24.24,12.57,14.53,,33,0,0.0,Green,104.967218239394
False,IsMasterProtein,P43883,Perilipin-2 OS=Mus musculus GN=Plin2 PE=1 SV=2,58.3529411764706,19,28,19,1,425,46.617,6.87,1.04,0.97,1.0,38.51,9.92,12.86,,19,0,0.0,Green,104.769172328043
False,IsMasterProteinCandidate,Q8C5B5,Perilipin OS=Mus musculus GN=Plin2 PE=2 SV=1,60.1941747572816,19,28,19,1,412,45.321,7.14,1.04,0.97,1.0,38.51,9.92,12.86,,19,0,0.0,Green,104.769172328043
False,IsMasterProteinCandidate,Q3U711,Perilipin OS=Mus musculus GN=Plin2 PE=2 SV=1,58.3529411764706,19,28,19,1,425,46.661,6.65,1.04,0.97,1.0,38.51,9.92,12.86,,19,0,0.0,Green,104.769172328043
False,IsMasterProtein,Q64458,Cytochrome P450 2C29 OS=Mus musculus GN=Cyp2c29 PE=1 SV=2,66.530612244898,31,76,31,1,490,55.68,8.29,1.03,0.86,0.69,44.78,7.99,6.01,,31,0,0.0,Green,104.516629383554
False,IsMasterProtein,Q60932,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3,72.972972972973,21,105,21,1,296,32.331,8.43,0.99,0.98,0.65,49.34,31.72,20.53,,21,0,0.0,Green,104.487786638264
False,IsMasterProteinCandidate,Q60932-2,Isoform Mt-VDAC1 of Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1,76.3250883392226,21,105,21,1,283,30.737,8.54,0.99,0.98,0.65,49.34,31.72,20.53,,21,0,0.0,Green,104.487786638264
False,IsMasterProtein,Q9WTI7,Unconventional myosin-Ic OS=Mus musculus GN=Myo1c PE=1 SV=2,36.2182502351834,33,48,31,1,1063,121.868,9.35,0.97,0.96,0.94,26.02,30.17,10.9,,33,0,0.0,Green,104.098838999396
False,IsMasterProtein,Q9D662,Protein transport protein Sec23B OS=Mus musculus GN=Sec23b PE=1 SV=1,43.2855280312907,25,35,25,1,767,86.382,6.96,1.08,0.91,0.93,23.66,11.74,9.52,,25,0,0.0,Green,103.861049651932
False,IsMasterProtein,O35423-2,"Isoform Peroxisomal of Serine--pyruvate aminotransferase, mitochondrial OS=Mus musculus GN=Agxt",51.530612244898,22,59,22,1,392,43.493,7.39,1.13,0.87,0.96,20.32,12.52,12.76,,22,0,0.0,Green,103.843673153341
False,IsMasterProtein,Q9Z0S1,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Mus musculus GN=Bpnt1 PE=1 SV=2",73.0519480519481,20,39,20,1,308,33.175,5.82,1.09,0.91,1.1,20.29,18.71,12.84,,20,0,0.0,Green,103.819300374793
False,IsMasterProteinCandidate,Q8C3V4,Signal transducer and activator of transcription OS=Mus musculus GN=Stat1 PE=1 SV=1,45.260347129506,30,52,30,1,749,87.259,5.71,1.12,0.94,1.13,40.49,13.26,8.46,,30,0,0.0,Green,103.731060192309
False,IsMasterProteinCandidate,Q8C497,Signal transducer and activator of transcription OS=Mus musculus GN=Stat1 PE=2 SV=1,45.260347129506,30,52,30,1,749,87.255,5.77,1.12,0.94,1.13,40.49,13.26,8.46,,30,0,0.0,Green,103.731060192309
False,IsMasterProtein,A0A087WSP5,Signal transducer and activator of transcription OS=Mus musculus GN=Stat1 PE=1 SV=1,44.9006622516556,30,52,30,1,755,87.977,5.71,1.12,0.94,1.13,40.49,13.26,8.46,,30,0,0.0,Green,103.731060192309
False,IsMasterProteinCandidate,Q8C8M3,Signal transducer and activator of transcription OS=Mus musculus GN=Stat1 PE=2 SV=1,44.9006622516556,30,52,30,1,755,88.045,5.71,1.12,0.94,1.13,40.49,13.26,8.46,,30,0,0.0,Green,103.731060192309
False,IsMasterProteinCandidate,Q3TW11,Signal transducer and activator of transcription OS=Mus musculus GN=Stat1 PE=2 SV=1,45.260347129506,30,52,30,1,749,87.258,5.85,1.12,0.94,1.13,40.49,13.26,8.46,,30,0,0.0,Green,103.731060192309
False,IsMasterProtein,O35459,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus GN=Ech1 PE=1 SV=1",74.0061162079511,22,58,21,1,327,36.095,7.71,1.04,0.9,1.07,21.43,14.8,14.95,,22,0,0.0,Green,103.513183595975
False,IsMasterProtein,Q9JMH6,"Thioredoxin reductase 1, cytoplasmic OS=Mus musculus GN=Txnrd1 PE=1 SV=3",58.0750407830343,32,43,31,1,613,67.042,7.44,1.04,0.89,0.97,22.19,5.73,11.9,,32,0,0.0,Green,103.432300302804
False,IsMasterProteinCandidate,Q9JMH6-2,"Isoform 2 of Thioredoxin reductase 1, cytoplasmic OS=Mus musculus GN=Txnrd1",71.3426853707415,32,43,31,1,499,54.511,6.33,1.04,0.89,0.97,22.19,5.73,11.9,,32,0,0.0,Green,103.432300302804
False,IsMasterProteinCandidate,Q9CXF0,Kynureninase OS=Mus musculus GN=Kynu PE=1 SV=3,61.6379310344828,26,63,26,1,464,52.292,6.57,1.1,0.92,0.92,23.26,13.69,21.83,,26,0,0.0,Green,103.34783560078
False,IsMasterProtein,A2ARD6,Kynureninase OS=Mus musculus GN=Kynu PE=1 SV=1,61.505376344086,26,63,26,1,465,52.423,6.57,1.1,0.92,0.92,23.26,13.69,21.83,,26,0,0.0,Green,103.34783560078
False,IsMasterProtein,Q1HL32,Structural maintenance of chromosomes protein OS=Mus musculus GN=Smc3 PE=3 SV=1,30.1561216105177,35,46,32,1,1217,141.468,7.18,1.08,0.82,1.19,31.07,12.84,21.4,,35,0,0.0,Green,103.226511109225
False,IsMasterProtein,Q4FK11,Nono protein OS=Mus musculus GN=Nono PE=2 SV=1,58.5623678646934,29,53,28,1,473,54.506,8.95,0.98,0.87,1.08,24.09,6.32,11.71,,29,0,0.0,Green,103.116179199259
False,IsMasterProtein,Q9ERK4,Exportin-2 OS=Mus musculus GN=Cse1l PE=1 SV=1,34.2945417095778,27,39,26,1,971,110.384,5.77,1.02,0.85,0.96,21.97,9.76,13.4,,27,0,0.0,Green,102.749907916853
False,IsMasterProtein,P14576,Signal recognition particle 54 kDa protein OS=Mus musculus GN=Srp54 PE=1 SV=2,62.1031746031746,30,45,30,1,504,55.684,8.75,1.01,0.94,0.96,21.78,9.81,16.24,,30,0,0.0,Green,102.663861107786
False,IsMasterProteinCandidate,Q540F5,CTP:ethanolaminephosphate cytidylyltransferase OS=Mus musculus PE=4 SV=1,68.0693069306931,22,53,22,1,404,45.191,6.58,1.03,0.9,1.14,23.43,10.25,14.27,,22,0,0.0,Green,102.654132136262
False,IsMasterProtein,Q3USD5,"Phosphate cytidylyltransferase 2, ethanolamine, isoform CRA_a OS=Mus musculus GN=Pcyt2 PE=2 SV=1",68.0693069306931,22,53,22,1,404,45.207,6.58,1.03,0.9,1.14,23.43,10.25,14.27,,22,0,0.0,Green,102.654132136262
False,IsMasterProtein,Q541E2,Glutathione synthetase (Fragment) OS=Mus musculus GN=Gss PE=2 SV=1,57.8059071729958,24,52,24,1,474,52.214,5.8,0.98,0.82,0.93,23.51,8.45,10.64,,24,0,0.0,Green,102.529945773585
False,IsMasterProtein,Q8BGT5,Alanine aminotransferase 2 OS=Mus musculus GN=Gpt2 PE=1 SV=1,73.1800766283525,29,57,29,1,522,57.906,8.0,1.05,0.92,0.93,19.97,6.53,17.19,,29,0,0.0,Green,102.055666897357
False,IsMasterProtein,Q99JI4,26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus GN=Psmd6 PE=1 SV=1,60.9254498714653,28,47,28,1,389,45.507,5.52,1.11,0.94,1.04,25.96,4.89,18.34,,28,0,0.0,Green,101.985532814556
False,IsMasterProteinCandidate,Q66JV3,Xylb protein (Fragment) OS=Mus musculus GN=Xylb PE=2 SV=1,50.0,23,42,23,1,550,59.37,6.79,0.94,0.86,1.08,23.42,11.77,13.89,,23,0,0.0,Green,101.926687078626
False,IsMasterProtein,Q3TNA1,Xylulose kinase OS=Mus musculus GN=Xylb PE=1 SV=1,49.9092558983666,23,42,23,1,551,59.506,6.9,0.94,0.86,1.08,23.42,11.77,13.89,,23,0,0.0,Green,101.926687078626
False,IsMasterProtein,Q99LF4,tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=1 SV=1,63.3663366336634,32,60,32,1,505,55.214,7.23,1.08,0.92,1.1,24.28,6.76,5.76,,32,0,0.0,Green,101.727681753709
False,IsMasterProtein,Q52LA1,START domain containing 10 (Fragment) OS=Mus musculus GN=Stard10 PE=2 SV=1,59.1304347826087,19,76,19,1,345,38.591,9.14,1.0,0.82,1.14,24.77,11.53,14.08,,19,0,0.0,Green,101.661643714604
False,IsMasterProtein,Q5XJY5,Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2,58.3170254403131,30,50,30,1,511,57.193,6.21,1.09,0.93,0.98,29.64,8.49,16.39,,30,0,0.0,Green,101.525804540555
False,IsMasterProtein,Q99LC3,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Mus musculus GN=Ndufa10 PE=1 SV=1",76.6197183098592,28,61,28,1,355,40.578,7.78,1.04,0.93,1.01,22.65,13.82,24.22,,28,0,0.0,Green,101.516679862185
False,IsMasterProtein,P63101,14-3-3 protein zeta/delta OS=Mus musculus GN=Ywhaz PE=1 SV=1,80.0,26,63,25,1,245,27.754,4.79,1.07,0.95,1.18,21.7,10.52,16.76,,26,0,0.0,Green,101.378186603334
False,IsMasterProtein,P62814,"V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1",64.3835616438356,25,38,24,1,511,56.515,5.81,1.08,0.93,1.03,21.25,11.8,16.57,,25,0,0.0,Green,101.303080918448
False,IsMasterProtein,Q14DH7,"Acyl-CoA synthetase short-chain family member 3, mitochondrial OS=Mus musculus GN=Acss3 PE=1 SV=2",55.425219941349,36,63,36,1,682,74.47,8.63,1.07,0.95,0.96,20.28,7.36,19.19,,36,0,0.0,Green,101.293212303275
False,IsMasterProtein,A6X935,"Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus GN=Itih4 PE=1 SV=2",41.4012738853503,29,42,29,1,942,104.594,6.4,1.08,1.13,1.01,44.46,23.93,38.26,,29,0,0.0,Green,101.239964953468
False,IsMasterProtein,Q91YW3,DnaJ homolog subfamily C member 3 OS=Mus musculus GN=Dnajc3 PE=1 SV=1,63.6904761904762,31,53,30,1,504,57.428,5.85,1.08,0.89,0.92,25.73,12.17,24.69,,31,0,0.0,Green,101.199697691679
False,IsMasterProtein,Q9D7B6,"Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acad8 PE=1 SV=2",64.4067796610169,22,50,21,1,413,44.99,8.13,0.95,0.86,1.07,22.92,7.52,16.23,,22,0,0.0,Green,101.160463166443
False,IsMasterProtein,P14206,40S ribosomal protein SA OS=Mus musculus GN=Rpsa PE=1 SV=4,64.4067796610169,19,57,19,1,295,32.817,4.87,1.05,0.92,1.01,25.47,7.35,15.06,,19,0,0.0,Green,100.984391170446
False,IsMasterProtein,Q3T9Z2,Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus GN=Grhpr PE=2 SV=1,79.2682926829268,21,43,21,1,328,35.306,7.65,1.05,0.87,1.14,20.84,5.24,11.34,,21,0,0.0,Green,100.94503307615
False,IsMasterProtein,P42227,Signal transducer and activator of transcription 3 OS=Mus musculus GN=Stat3 PE=1 SV=2,47.9220779220779,26,39,26,1,770,87.997,6.3,1.07,0.86,0.95,29.01,12.33,10.86,,26,0,0.0,Green,100.828808671985
False,IsMasterProtein,E9Q586,Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=1,42.453591606134,43,56,42,1,1239,136.763,5.45,1.01,0.87,1.04,22.87,6.21,16.67,,43,0,0.0,Green,100.617210846612
False,IsMasterProtein,Q540D7,Aldehyde reductase OS=Mus musculus GN=Akr1a1 PE=2 SV=1,69.8461538461538,27,78,25,1,325,36.564,7.39,0.98,0.85,1.07,23.76,9.98,16.74,,27,0,0.0,Green,100.46998976159
False,IsMasterProtein,P97328,Ketohexokinase OS=Mus musculus GN=Khk PE=1 SV=1,82.5503355704698,24,88,24,1,298,32.73,6.16,0.92,0.8,0.95,25.71,7.79,23.14,,24,0,0.0,Green,100.401862043638
False,IsMasterProteinCandidate,P22315,"Ferrochelatase, mitochondrial OS=Mus musculus GN=Fech PE=1 SV=2",62.3809523809524,26,50,26,1,420,47.1,8.91,0.96,0.87,1.08,20.02,16.08,21.54,,26,0,0.0,Green,100.295316380184
False,IsMasterProteinCandidate,Q8C3V7,Ferrochelatase OS=Mus musculus GN=Fech PE=2 SV=1,63.1325301204819,26,50,26,1,415,46.717,8.91,0.96,0.87,1.08,20.02,16.08,21.54,,26,0,0.0,Green,100.295316380184
