Accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus8_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL
P46783,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,27,3,15,165,84.8,59.9,82.6,97.3,76.5,81.7,80.7,67.8,67.9,71.5,58.6,52.0,92.7,57.9,67.9,60.0,38.3,50.5,46.4,83.5
Q7Z4K8,Tripartite motif-containing protein 46 OS=Homo sapiens OX=9606 GN=TRIM46 PE=2 SV=2,1,1,4,759,49.3,32.1,62.9,60.7,66.0,89.9,142.3,59.3,53.4,81.3,50.8,2.5,106.3,19.3,21.5,28.6,13.2,31.8,4.2,40.8
P49770,Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3,7,2,5,351,88.8,46.1,71.0,79.9,88.6,100.6,88.7,66.5,83.3,88.4,48.9,53.7,66.2,53.0,57.1,54.6,45.8,48.2,35.8,63.0
Q9ULI4,Kinesin-like protein KIF26A OS=Homo sapiens OX=9606 GN=KIF26A PE=1 SV=3,1,2,4,1882,95.5,47.2,90.2,81.0,82.2,93.9,75.6,63.9,81.0,85.2,157.8,129.1,193.1,146.5,154.7,127.4,97.7,131.4,101.2,190.8
Q9BQ69,ADP-ribose glycohydrolase MACROD1 OS=Homo sapiens OX=9606 GN=MACROD1 PE=1 SV=2,15,3,13,325,62.2,24.5,54.1,58.6,61.1,56.6,63.4,42.2,66.3,42.2,44.9,44.6,56.7,49.9,60.1,59.0,48.4,38.2,37.4,60.9
Q16555,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,16,6,38,572,114.3,66.2,120.0,114.9,116.9,128.0,139.3,101.9,104.1,123.2,23.5,23.0,37.8,32.9,26.9,31.4,38.7,31.1,22.4,40.1
Q9HCL2,"Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GPAM PE=1 SV=3",7,4,8,828,53.2,27.9,58.6,127.5,52.6,78.2,70.4,62.2,39.4,56.7,114.0,133.0,173.8,120.4,154.0,126.8,109.1,104.7,77.0,156.8
Q02878,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,6,2,9,288,133.2,79.1,79.3,173.0,64.2,99.2,94.7,63.5,66.7,69.3,111.5,109.4,116.2,122.1,112.7,123.0,77.3,90.6,70.3,119.3
P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,12,2,5,227,,,,,,,,,,,32.2,36.2,49.5,41.0,34.8,42.6,40.6,25.8,22.7,42.4
P61421,V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1,3,1,3,351,22.9,14.7,41.8,41.1,27.2,31.6,33.2,27.7,30.8,25.4,22.3,20.8,34.1,28.0,28.7,26.1,21.2,22.1,20.3,27.1
Q96CW5,Gamma-tubulin complex component 3 OS=Homo sapiens OX=9606 GN=TUBGCP3 PE=1 SV=2,2,2,3,907,14.1,11.9,23.7,21.5,18.4,24.2,14.5,14.3,15.8,16.4,,,,,,,,,,
P15586,N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3,2,1,3,552,12.1,7.5,18.9,14.8,15.4,14.0,13.7,6.9,12.6,14.8,10.8,12.8,23.4,20.2,18.6,17.6,14.2,17.4,10.1,21.1
P49903,"Selenide, water dikinase 1 OS=Homo sapiens OX=9606 GN=SEPHS1 PE=1 SV=2",15,3,7,392,11.8,4.6,13.8,14.7,14.7,14.7,14.5,10.8,18.5,13.9,21.0,19.3,32.0,23.4,28.3,28.0,19.2,22.1,23.4,30.8
Q92781,Retinol dehydrogenase 5 OS=Homo sapiens OX=9606 GN=RDH5 PE=1 SV=1,3,1,3,318,56.3,26.0,48.9,57.8,50.2,52.3,54.1,64.9,55.9,59.7,50.6,47.1,58.7,55.4,61.9,60.0,33.3,46.1,40.8,73.0
O75534,Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2,13,9,20,798,27.1,20.4,39.5,43.7,39.6,38.9,28.9,28.8,34.0,35.4,51.8,53.6,77.4,55.4,69.7,64.0,50.6,48.6,44.7,69.6
Q13769,THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2,1,1,2,683,8.7,7.3,11.5,18.6,12.0,7.9,10.7,8.0,10.2,9.4,,,,,,,,,,
Q63HN8,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3,0,1,2,5207,,,,,,,,,,,44.8,37.9,62.0,47.6,55.3,54.2,41.6,49.3,35.3,63.8
Q8WUK0,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Homo sapiens OX=9606 GN=PTPMT1 PE=1 SV=1,9,2,2,201,,,,,,,,,,,140.6,106.4,161.7,131.4,135.6,133.9,111.4,144.1,86.9,149.8
P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",12,5,22,453,90.4,60.7,81.4,103.0,88.5,87.5,82.3,68.3,84.3,76.9,109.7,103.3,134.0,126.8,128.4,112.2,98.7,110.1,81.6,137.2
Q7Z7K6,Centromere protein V OS=Homo sapiens OX=9606 GN=CENPV PE=1 SV=1,15,3,6,275,73.0,39.9,71.4,67.7,88.4,73.6,77.2,54.0,74.8,62.8,53.9,59.0,97.9,83.1,84.1,94.7,68.9,72.0,66.8,96.0
Q9Y5V0,Zinc finger protein 706 OS=Homo sapiens OX=9606 GN=ZNF706 PE=1 SV=1,14,1,3,76,25.0,18.3,25.5,22.6,30.3,27.0,28.9,20.3,22.0,17.2,14.0,17.3,18.5,14.1,17.6,13.7,9.3,12.9,14.4,17.9
Q9ULT8,E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=4,2,6,9,2610,106.2,61.3,121.5,140.2,119.7,142.4,115.7,93.9,114.2,99.5,101.1,104.4,14.9,13.8,13.1,13.6,11.2,41.3,6.7,43.1
O15054,Lysine-specific demethylase 6B OS=Homo sapiens OX=9606 GN=KDM6B PE=1 SV=4,0,1,5,1643,233.6,144.7,214.8,218.5,219.4,242.6,233.5,195.3,185.9,199.4,178.8,151.2,218.3,195.7,177.4,184.5,151.2,155.3,105.2,198.3
Q9H2A2,2-aminomuconic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH8A1 PE=1 SV=1,11,3,15,487,21.1,12.2,18.8,22.2,20.2,22.7,22.3,15.6,22.3,17.4,11.6,12.4,18.0,13.5,17.7,17.2,11.4,11.1,12.5,16.5
P08590,Myosin light chain 3 OS=Homo sapiens OX=9606 GN=MYL3 PE=1 SV=3,30,5,13,195,24.9,19.5,34.6,27.9,22.8,44.1,34.4,158.4,20.1,178.6,12.0,10.4,17.6,14.7,20.6,22.3,178.4,48.5,26.4,64.5
Q9UN86,Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2,5,2,4,482,167.0,116.8,157.3,172.4,152.4,170.7,169.0,145.6,106.3,136.1,203.0,168.9,209.4,201.4,190.6,177.8,159.7,186.5,117.7,238.5
Q9BZZ5,Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3,6,2,5,524,,,,,,,,,,,5.3,7.1,9.5,9.1,8.8,8.2,29.9,12.6,6.5,15.3
Q9Y383,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2,5,2,4,392,29.0,15.5,27.5,25.7,27.3,30.8,23.0,22.8,33.6,26.8,72.1,48.0,66.8,64.6,61.8,72.4,56.1,58.4,41.5,62.1
Q06609,DNA repair protein RAD51 homolog 1 OS=Homo sapiens OX=9606 GN=RAD51 PE=1 SV=1,2,1,4,339,121.2,79.6,167.7,277.7,193.9,189.2,128.1,152.2,200.3,158.8,72.2,66.8,136.3,59.2,76.1,56.0,50.8,70.5,82.3,105.5
O14617,AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1,1,1,2,1153,146.0,100.7,164.1,179.0,148.2,153.1,150.1,111.7,128.5,138.6,126.0,119.1,208.5,141.5,154.0,151.8,118.2,130.8,98.4,180.9
P52789,Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2,1,1,2,917,110.2,83.8,130.5,168.4,136.3,159.4,147.9,126.9,115.7,156.5,,,,,,,,,,
Q8WXI7,Mucin-16 OS=Homo sapiens OX=9606 GN=MUC16 PE=1 SV=3,0,1,1,14507,,,,,,,,,,,58.7,57.2,74.5,77.4,69.4,69.0,56.2,62.1,41.1,73.3
Q9BWC9,Coiled-coil domain-containing protein 106 OS=Homo sapiens OX=9606 GN=CCDC106 PE=1 SV=1,3,1,1,280,,,,,,,,,,,226.3,182.7,201.6,190.4,170.9,265.1,163.3,182.2,118.7,233.9
Q9H1Q7,PC-esterase domain-containing protein 1A OS=Homo sapiens OX=9606 GN=PCED1A PE=1 SV=1,2,1,5,454,,,,,,,,,,,10.7,10.6,14.1,12.6,12.3,17.7,16.0,10.3,8.9,17.5
P25786,Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1,32,5,27,263,52.3,28.4,63.4,68.7,59.0,55.3,54.7,47.8,51.1,45.1,50.8,55.8,68.6,56.9,66.2,70.7,55.2,36.7,49.2,66.9
O14924,Regulator of G-protein signaling 12 OS=Homo sapiens OX=9606 GN=RGS12 PE=1 SV=1,1,1,1,1447,21.2,10.0,170.6,150.5,90.0,64.8,96.8,29.3,90.7,45.6,,,,,,,,,,
Q9BPX5,Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1,16,2,8,153,59.8,37.0,70.8,62.1,64.3,62.6,57.2,49.9,53.6,59.6,65.5,67.2,93.0,71.5,84.4,89.9,63.7,63.5,48.2,99.9
Q9UBT2,SUMO-activating enzyme subunit 2 OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2,2,1,1,640,,,,,,,,,,,9.9,9.4,18.5,12.1,9.1,11.1,11.2,7.3,7.7,16.1
P98160,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens OX=9606 GN=HSPG2 PE=1 SV=4,3,8,17,4391,19.9,11.5,31.3,41.6,28.0,31.4,31.7,23.2,26.4,22.7,32.5,31.0,51.4,31.4,39.8,48.8,34.4,36.8,29.0,51.3
Q8NF91,Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4,0,2,20,8797,533.1,323.2,524.5,577.3,491.6,527.5,507.9,447.9,452.6,445.8,403.7,369.3,522.1,418.8,398.8,361.4,387.3,373.9,239.2,433.8
Q9NVT9,Armadillo repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=ARMC1 PE=1 SV=1,13,3,6,282,50.1,32.2,55.4,50.0,53.0,56.3,54.8,37.4,50.8,41.0,36.9,37.4,51.3,49.7,51.0,43.9,43.1,34.6,36.3,51.2
P11233,Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1,3,1,2,206,69.7,36.5,36.8,67.3,33.0,64.4,47.9,40.2,36.9,46.0,39.8,47.6,66.4,53.4,39.2,55.7,38.0,52.8,25.3,58.2
Q86TU7,Actin-histidine N-methyltransferase OS=Homo sapiens OX=9606 GN=SETD3 PE=1 SV=1,5,3,6,594,35.9,19.9,40.0,37.3,34.4,37.3,29.9,23.8,24.9,26.9,35.3,35.0,56.9,43.8,47.8,39.7,42.4,43.7,37.4,61.4
P51888,Prolargin OS=Homo sapiens OX=9606 GN=PRELP PE=1 SV=1,10,3,9,382,37.9,19.9,36.0,63.5,38.2,38.0,92.3,33.4,52.1,44.0,64.1,45.6,92.8,47.6,60.1,84.1,58.0,64.6,42.4,80.5
P59998,Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3,29,4,10,168,57.8,35.7,78.2,85.3,67.5,62.1,66.7,47.1,58.8,50.7,88.9,75.6,141.6,86.5,117.9,122.6,83.7,98.8,75.4,113.6
P51589,Cytochrome P450 2J2 OS=Homo sapiens OX=9606 GN=CYP2J2 PE=1 SV=2,3,1,2,502,75.8,64.9,68.8,140.5,57.9,75.4,70.2,66.2,46.8,60.9,50.7,51.8,118.6,70.0,54.5,58.5,53.7,54.1,26.6,70.8
Q9UBB5,Methyl-CpG-binding domain protein 2 OS=Homo sapiens OX=9606 GN=MBD2 PE=1 SV=1,5,2,9,411,27.5,13.2,29.8,32.0,28.3,40.8,50.0,41.4,24.1,39.7,14.9,12.8,22.4,19.2,28.2,18.9,18.3,14.7,24.5,25.8
Q9NWH9,SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2,1,1,3,1034,10.2,8.1,10.0,14.4,10.3,14.2,16.4,16.7,9.6,12.9,80.2,51.8,45.3,88.1,55.0,53.5,66.1,49.7,26.5,74.8
Q04637,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4,6,8,24,1599,58.5,36.6,64.3,69.0,60.4,68.0,61.2,56.4,52.1,54.6,39.6,34.2,55.2,32.6,42.6,33.6,31.1,32.5,20.9,38.8
P61086,Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3,18,3,4,200,31.5,13.6,30.3,28.5,23.1,32.6,24.2,25.3,19.3,23.2,,,,,,,,,,
Q9NRN7,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2,3,1,2,309,31.1,17.7,24.5,32.3,31.1,30.2,30.0,30.5,24.5,26.9,31.8,20.6,34.5,24.7,25.5,30.4,16.7,20.5,24.5,29.6
Q8IVG5,Sterile alpha motif domain-containing protein 9-like OS=Homo sapiens OX=9606 GN=SAMD9L PE=1 SV=2,1,1,4,1584,152.7,76.2,128.4,149.6,146.7,157.9,158.9,124.5,152.5,143.8,123.1,130.0,162.5,166.1,152.7,146.2,125.9,127.0,100.8,157.2
P42224,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2,9,5,16,750,52.1,37.2,68.4,146.1,77.1,72.0,70.3,68.0,77.6,72.4,46.3,35.1,59.6,30.4,47.0,45.3,23.7,45.9,33.8,56.2
O75390,"Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2",15,6,27,466,93.3,58.7,87.6,110.6,70.3,81.4,78.2,73.6,69.0,72.0,108.4,109.5,125.8,152.4,126.6,135.1,147.1,114.9,101.1,155.1
Q9BTA0,Protein FAM167B OS=Homo sapiens OX=9606 GN=FAM167B PE=2 SV=2,5,1,2,163,,,,,,,,,,,31.0,28.7,53.0,32.5,43.7,39.4,31.1,28.4,29.8,54.2
O95352,Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1,5,4,7,703,54.8,36.6,59.4,60.0,72.5,76.5,62.6,46.4,65.8,56.0,69.8,65.3,95.7,79.0,92.9,87.9,77.0,75.4,69.6,112.9
P11182,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3",8,4,19,482,263.8,153.4,198.7,261.7,231.8,217.2,243.4,182.9,206.2,186.0,135.5,105.6,168.3,150.9,146.6,153.7,123.6,126.8,126.0,162.2
Q99743,Neuronal PAS domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NPAS2 PE=1 SV=3,1,1,4,824,172.8,86.1,76.6,211.0,115.7,178.1,172.8,133.2,85.8,136.1,265.8,309.0,575.5,359.3,322.1,370.3,218.9,330.3,164.2,403.1
Q96Q04,Serine/threonine-protein kinase LMTK3 OS=Homo sapiens OX=9606 GN=LMTK3 PE=1 SV=2,1,1,2,1460,176.5,114.6,178.5,183.9,162.8,172.7,174.8,160.0,160.4,155.6,129.9,113.6,144.4,142.9,141.4,142.3,108.6,122.4,92.0,153.9
Q9Y2T3,Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA PE=1 SV=1,2,1,1,454,80.1,59.7,96.8,96.6,72.9,85.1,90.6,66.2,81.9,87.7,,,,,,,,,,
Q7Z4P5,Growth/differentiation factor 7 OS=Homo sapiens OX=9606 GN=GDF7 PE=2 SV=2,2,1,8,450,20.1,13.8,39.4,49.9,40.6,35.7,39.3,24.4,44.2,30.8,29.1,29.3,79.1,56.5,78.9,95.1,75.0,61.7,68.6,71.3
Q8NEY1,Neuron navigator 1 OS=Homo sapiens OX=9606 GN=NAV1 PE=1 SV=2,1,2,5,1877,76.9,47.5,65.7,92.9,53.5,73.0,67.1,65.1,67.4,74.0,82.5,82.6,97.3,101.5,90.3,92.9,68.0,81.0,64.3,99.7
Q13740,CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2,2,1,2,583,32.7,17.1,23.8,48.2,27.3,33.6,30.7,23.4,23.3,28.4,29.8,23.7,54.7,40.0,35.6,32.1,26.4,32.1,19.7,37.4
Q15046,Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,7,5,12,597,112.2,76.7,89.9,93.9,94.3,114.6,94.7,85.8,92.5,98.7,151.4,131.1,174.0,138.1,133.6,139.5,105.7,116.0,96.9,189.1
Q86UP3,Zinc finger homeobox protein 4 OS=Homo sapiens OX=9606 GN=ZFHX4 PE=1 SV=1,0,1,3,3567,13.5,8.4,97.6,136.6,74.8,61.7,82.1,24.8,67.6,26.0,14.7,14.7,170.9,111.1,199.8,162.2,111.9,44.1,108.1,63.3
P54819,"Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2",15,3,17,239,71.7,51.1,75.5,88.5,73.9,83.5,92.7,49.8,82.7,54.1,140.4,127.4,220.3,160.0,197.3,190.7,120.0,142.0,118.1,178.7
P08575,Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC PE=1 SV=3,1,1,2,1306,24.5,27.6,33.5,37.8,29.3,30.5,31.2,31.8,23.5,22.2,,,,,,,,,,
O95169,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB8 PE=1 SV=1",18,2,14,186,17.3,9.3,15.6,21.0,12.5,17.0,15.0,13.3,15.0,14.4,9.5,11.8,17.9,11.2,9.7,14.6,13.2,15.3,4.8,13.2
P31150,Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2,22,7,24,447,61.8,34.7,55.8,71.4,64.3,69.3,72.4,49.3,57.4,49.8,73.3,62.3,91.9,68.7,77.4,72.2,63.1,62.5,62.2,83.1
Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1,5,5,12,1116,34.0,21.0,42.7,41.0,36.0,36.3,36.3,24.2,32.0,30.5,11.6,15.4,17.3,25.2,22.4,41.3,34.1,17.5,41.2,36.1
Q9BQN1,Protein FAM83C OS=Homo sapiens OX=9606 GN=FAM83C PE=1 SV=3,1,1,3,747,218.4,141.3,226.1,218.3,222.6,232.4,211.6,176.0,180.8,186.8,192.6,159.2,260.2,194.5,201.6,202.2,152.9,172.7,134.4,218.9
P22004,Bone morphogenetic protein 6 OS=Homo sapiens OX=9606 GN=BMP6 PE=1 SV=1,1,1,1,513,,,,,,,,,,,197.5,178.4,383.7,270.2,290.7,294.8,224.7,269.7,177.0,326.9
Q96M86,Dynein heavy chain domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DNHD1 PE=1 SV=2,0,1,4,4753,,,,,,,,,,,33.0,31.5,34.8,36.2,36.3,38.3,27.7,29.6,23.8,42.4
O95831,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1",12,8,25,613,95.6,70.9,59.4,134.7,84.0,93.7,94.1,77.0,83.9,84.2,103.4,97.7,127.4,122.8,90.7,100.2,57.6,89.7,56.7,119.9
Q15582,Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1,3,2,3,683,70.2,35.4,97.3,125.0,93.6,84.4,99.8,67.3,93.2,74.0,117.1,69.1,134.6,73.7,76.2,83.7,55.5,71.7,40.3,95.7
O95394,Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1,1,1,1,542,,,,,,,,,,,18.7,10.7,28.8,13.5,15.9,20.3,15.1,17.5,25.1,33.7
P18075,Bone morphogenetic protein 7 OS=Homo sapiens OX=9606 GN=BMP7 PE=1 SV=1,2,1,2,431,183.2,121.6,202.2,214.9,160.0,173.5,183.7,147.9,170.7,155.1,36.3,38.9,50.6,34.0,43.8,38.7,29.8,32.0,30.9,49.2
Q9Y5B0,RNA polymerase II subunit A C-terminal domain phosphatase OS=Homo sapiens OX=9606 GN=CTDP1 PE=1 SV=3,1,1,1,961,,,,,,,,,,,22.8,18.5,35.8,26.2,28.8,30.1,19.6,20.2,17.0,39.3
Q6ZV29,Patatin-like phospholipase domain-containing protein 7 OS=Homo sapiens OX=9606 GN=PNPLA7 PE=1 SV=4,1,1,2,1317,13.4,5.8,11.0,21.3,13.3,18.2,20.1,11.9,11.3,14.8,8.8,12.7,15.4,14.6,14.3,13.0,13.5,10.3,9.4,18.0
Q7Z6G3,N-terminal EF-hand calcium-binding protein 2 OS=Homo sapiens OX=9606 GN=NECAB2 PE=1 SV=1,2,1,19,386,74.4,36.2,116.2,173.9,114.9,119.8,138.5,102.2,146.8,125.9,165.4,146.2,225.4,167.8,188.3,215.4,131.7,166.4,115.2,251.7
O00178,GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3,9,5,12,669,42.5,30.4,56.0,57.6,50.0,50.1,53.5,43.2,48.6,53.0,13.3,15.2,17.7,12.2,18.3,16.8,13.4,10.3,11.3,19.7
Q9UJ68,Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens OX=9606 GN=MSRA PE=1 SV=1,19,3,14,235,87.6,40.0,79.0,84.2,71.7,87.7,82.3,60.4,90.5,76.0,38.6,36.4,51.4,39.4,43.3,42.5,30.2,35.9,36.3,44.8
Q16629,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1,8,2,5,238,30.3,17.9,28.7,31.7,31.8,32.8,28.4,29.0,28.5,30.1,39.3,30.1,42.9,32.6,29.9,41.0,34.2,33.3,22.8,64.1
P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,6,2,12,286,83.8,49.4,106.2,105.8,87.8,96.4,93.1,80.1,89.2,83.7,41.6,38.5,58.6,50.3,52.7,54.9,46.5,46.7,34.9,62.0
Q86YJ6,Threonine synthase-like 2 OS=Homo sapiens OX=9606 GN=THNSL2 PE=2 SV=3,2,1,3,484,81.0,50.7,72.2,78.8,72.0,86.2,82.3,71.7,73.0,66.6,104.4,104.2,133.4,109.2,107.0,111.0,91.3,98.9,76.9,123.9
Q6PIF6,Unconventional myosin-VIIb OS=Homo sapiens OX=9606 GN=MYO7B PE=1 SV=2,0,1,1,2116,,,,,,,,,,,336.3,151.9,297.5,234.9,351.1,311.4,216.5,269.0,321.7,370.4
O43903,Growth arrest-specific protein 2 OS=Homo sapiens OX=9606 GN=GAS2 PE=1 SV=1,4,1,2,313,10.7,8.2,10.8,17.0,15.1,12.8,16.7,9.2,15.5,10.4,22.9,15.1,24.5,13.2,16.0,12.7,27.9,18.3,13.6,22.2
Q5U651,Ras-interacting protein 1 OS=Homo sapiens OX=9606 GN=RASIP1 PE=1 SV=1,5,4,8,963,25.8,12.9,23.2,30.6,21.9,27.7,32.0,20.5,23.8,25.0,32.5,29.7,62.3,37.9,46.3,51.8,31.3,31.0,35.7,48.6
P60866,40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1,9,1,4,119,109.2,85.5,152.5,169.4,119.5,126.2,116.2,92.8,116.0,111.9,127.5,113.0,206.3,118.1,157.8,136.3,103.2,127.2,89.6,164.1
Q15181,Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2,9,2,5,289,58.7,30.2,77.7,79.3,58.7,66.8,64.5,54.0,54.1,52.8,37.2,36.0,81.9,60.7,53.6,61.8,52.2,50.4,40.2,78.7
Q96K76,Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens OX=9606 GN=USP47 PE=1 SV=3,2,2,3,1375,90.2,54.3,100.1,118.6,104.9,110.4,94.5,85.2,89.7,83.8,66.4,56.8,111.1,83.9,92.2,82.5,72.1,72.1,59.2,92.2
Q6NS38,DNA oxidative demethylase ALKBH2 OS=Homo sapiens OX=9606 GN=ALKBH2 PE=1 SV=1,3,1,2,261,,,,,,,,,,,78.6,141.1,176.4,151.7,153.7,201.5,159.5,158.9,139.7,226.4
Q53H96,Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3,8,2,3,274,96.5,63.7,115.0,108.4,97.8,103.3,118.6,60.1,83.1,81.8,26.8,23.3,36.4,29.7,38.5,34.7,27.2,27.5,30.9,36.5
Q5JPE7,BOS complex subunit NOMO2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1,5,4,8,1267,37.7,23.5,25.4,57.7,28.9,40.1,35.5,34.4,32.6,28.9,52.5,40.7,73.8,62.2,54.4,54.5,46.1,43.9,40.4,69.8
P00966,Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2,27,10,262,412,325.6,194.9,314.6,415.8,350.2,581.2,326.8,324.8,360.3,522.9,366.5,358.4,663.1,417.9,417.5,397.5,352.4,359.7,311.1,626.1
Q99829,Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1,8,4,7,537,48.7,31.9,62.7,61.8,50.9,46.4,56.3,33.2,54.6,39.4,50.7,47.5,77.4,53.7,64.3,62.9,54.2,50.0,50.7,72.9
