Abundances (Grouped): NASA Ftl 126,Abundances (Grouped): NASA Ftl 127N,Abundances (Grouped): NASA Ftl 127C,Abundances (Grouped): NASA Ftl 128N,Abundances (Grouped): NASA Ftl 128C,Abundances (Grouped): NASA Ftl 129N,Abundances (Grouped): NASA Ftl 129C,Abundances (Grouped): BA Pool Ftl 130N,Abundances (Grouped): Ftl Pool 130C,Abundances (Grouped): Pool Ftl 131,Abundances (Grouped): NASA GC 126,Abundances (Grouped): NASA GC 127N,Abundances (Grouped): NASA GC 127C,Abundances (Grouped): NASA GC 128N,Abundances (Grouped): NASA GC 128C,Abundances (Grouped): NASA GC 129N,Abundances (Grouped): NASA GC 129C,Abundances (Grouped): BA Pool GC 130N,Abundances (Grouped): GC Pool 130C,Abundances (Grouped): Pool GC 131,mouse_accession,Description,Coverage [%]
81.7,46.4,91,95,95.7,92.2,98.4,77,90.4,80.9,110.7,104.9,186.9,151.9,155.8,176.5,116.1,144.2,118.4,177.7,P30999,Catenin delta-1 OS=Mus musculus OX=10090 GN=Ctnnd1 PE=1 SV=2,24
43,28.3,38.2,27.6,18.7,30.6,35.5,36,26.3,35.8,41.5,28.2,29.4,40.4,22.3,28.5,26.1,21.6,15.7,34.9,Q5DU02,Ubiquitin carboxyl-terminal hydrolase 22 OS=Mus musculus OX=10090 GN=Usp22 PE=2 SV=2,2
13.4,8.3,13.6,30.5,18.8,21.5,17.8,12.4,11.2,12.9,,,,,,,,,,,P41233,Phospholipid-transporting ATPase ABCA1 OS=Mus musculus OX=10090 GN=Abca1 PE=1 SV=4,2
512.1,328.2,330.4,881.6,360.4,544.7,519.4,424.6,336,412.2,679.7,645.1,1411.9,926.1,881,816.7,495.8,741.6,496.5,937,Q6PCL9,Poly(A) polymerase gamma OS=Mus musculus OX=10090 GN=Papolg PE=1 SV=1,1
125.3,75.6,117.6,159.6,109.3,133.5,120.6,100.1,114,115.8,133.3,131.5,226.9,164.2,168.7,194.1,128.5,152.9,139.5,205.9,P09405,Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2,7
121,54.7,164.6,139.5,118.3,185.3,204.7,229,79.8,163.4,56.1,38.5,107.4,77.9,87,113.1,272.4,89.9,42.6,134,P04117,"Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3",17
138.4,81.1,146.9,149.4,140.8,142.4,125.4,113.6,126.4,123,169,163.5,223.9,184.8,202.5,188.3,159.2,178,132.9,227.3,P48614,Protein Wnt-10b OS=Mus musculus OX=10090 GN=Wnt10b PE=2 SV=1,2
196,142.2,227.6,273.8,240.5,266,249.5,196.7,237.7,221,210.5,227.6,261.3,234.2,235.9,222.9,259.8,212.6,158,276.1,P48758,Carbonyl reductase [NADPH] 1 OS=Mus musculus OX=10090 GN=Cbr1 PE=1 SV=3,28
89.3,60.5,123.7,112.5,98.6,105,103.9,78.5,90,75.4,82.2,69.7,100.6,91.6,101.7,94.3,70.2,78.5,59.3,99.3,E9PVA8,eIF-2-alpha kinase activator GCN1 OS=Mus musculus OX=10090 GN=Gcn1 PE=1 SV=1,11
,,,,,,,,,,8.3,8.5,94,50.9,112.4,117.9,45.6,46,105.5,57.2,Q8K3X4,Probable E3 ubiquitin-protein ligase IRF2BPL OS=Mus musculus OX=10090 GN=Irf2bpl PE=1 SV=1,1
19.6,13.8,16.2,54.3,14.9,17.5,18.7,23.6,11.4,16.7,20.3,13.5,56.6,14.5,20.9,14.3,13.4,16.7,14,21.1,P61953,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 OS=Mus musculus OX=10090 GN=Gng11 PE=1 SV=1,10
19.4,13.9,24.6,24.4,21.8,21.4,19.3,17.6,18.2,17.5,11.3,13,20.1,13.5,12,14.1,10.4,13.4,11.4,18.9,O35405,5'-3' exonuclease PLD3 OS=Mus musculus OX=10090 GN=Pld3 PE=1 SV=1,4
68.4,47.9,53.1,55.8,39.1,43.4,43.1,35.2,39.3,53.6,20.7,19.8,28.2,18.9,23.4,18.9,17.2,19,12.6,25.4,Q05D44,Eukaryotic translation initiation factor 5B OS=Mus musculus OX=10090 GN=Eif5b PE=1 SV=2,6
26.3,13.1,27.2,28.4,24.1,20.1,25.8,22,17,20.6,11.6,7.5,17.4,8.4,13.5,14.7,14.7,9.1,11.9,16.6,Q8BWQ6,VPS35 endosomal protein-sorting factor-like OS=Mus musculus OX=10090 GN=Vps35l PE=1 SV=2,1
50.1,29.2,60,63.5,50.7,55.4,54.1,45.7,45.2,35.1,43.2,39.1,56.4,43.7,47.8,53.3,35.8,46,31.3,58.9,P61161,Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1,28
7.2,3,8,18.6,11.3,7.2,13.1,16.7,9.5,21.6,3.3,2.3,6.7,5.8,9.4,7.4,146.6,22.8,7.5,21,P58774,Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1,24
111.6,70.8,203.9,240.1,183.5,207.5,234,232.1,232.8,339.3,,,,,,,,,,,Q9WVB0,RNA-binding protein with multiple splicing OS=Mus musculus OX=10090 GN=Rbpms PE=1 SV=2,14
43.9,22.5,51.9,51,48.5,47.2,46.5,41,48.4,42.7,59.6,50.1,90.6,57.7,65.7,73.4,55.5,59.8,47.8,79.5,P35550,rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus OX=10090 GN=Fbl PE=1 SV=2,18
119,80.3,151.5,150.6,121.3,120.9,138.2,102,114.8,107.1,81.8,70.2,107,94.5,99.4,97.1,107.4,90.3,80.4,121.2,Q6PGC1,ATP-dependent RNA helicase DHX29 OS=Mus musculus OX=10090 GN=Dhx29 PE=1 SV=1,1
65.7,38.4,66.5,72.1,69.4,69.7,73.4,58.2,65.5,60.9,81.8,79.6,139.8,85,115.3,113.9,80.2,83,87.9,131.9,Q99K23,Ufm1-specific protease 2 OS=Mus musculus OX=10090 GN=Ufsp2 PE=1 SV=1,5
33.3,23.3,39.9,27.4,33.3,36.8,37.3,29.3,34.8,31.4,32.4,27.8,54.3,36.5,44.1,43.4,30.1,32,34.5,47.7,P97823,Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1,26
48.8,29,49.9,53.5,46,46.7,51.3,43.5,45.2,41.8,24.1,16.6,30.6,23.4,25.4,25.7,17.4,18.1,19.5,30.7,Q9WVG6,Histone-arginine methyltransferase CARM1 OS=Mus musculus OX=10090 GN=Carm1 PE=1 SV=2,6
190.5,119.7,139.4,238.3,125.7,167.6,146.7,107,125.8,128.9,137.7,144.8,122.5,144.4,144.1,148.9,103.9,117.3,86,168.1,P84099,60S ribosomal protein L19 OS=Mus musculus OX=10090 GN=Rpl19 PE=1 SV=1,17
85.5,50.1,95.4,92.3,80.4,84.5,75.1,69.4,60,74.1,89.4,76.2,140,95,110.2,119.8,91.2,96.8,79.2,131.8,P60229,Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1,19
32.6,38.7,57.5,74.7,69.9,71.9,62.6,48.1,82.6,49.5,14.6,19.7,33.4,21.5,25.7,21.6,16.2,21.6,27,28.8,Q99JZ7,ERBB receptor feedback inhibitor 1 OS=Mus musculus OX=10090 GN=Errfi1 PE=1 SV=1,4
201,130.3,168.3,240.2,188.4,191.8,172.4,163.1,161.1,167.5,164.9,161.8,210,182.9,189.9,187.4,163,188,131.3,239.4,Q60597,"2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ogdh PE=1 SV=3",21
79.3,46,76.8,101.9,67.6,84,77.1,72.3,65.2,83.7,89,85.3,141.8,127.5,156.3,151.3,101.8,93.8,109.2,133.4,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2",14
63.2,41.3,57.4,75.3,68.8,63.6,59.2,51.8,61.9,55.8,61.4,67.5,78.8,58.1,80.7,62.1,51.3,52.9,46.9,73.4,Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Etfdh PE=1 SV=1",14
17.8,6.9,14.8,15.5,11.1,13.3,10.8,12.8,12,13.4,,,,,,,,,,,Q9CQA6,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chchd1 PE=1 SV=1,9
39.8,20,35.3,33.5,33.4,38.5,39.1,30.6,44.2,39.1,,,,,,,,,,,Q8BP56,Protein-glucosylgalactosylhydroxylysine glucosidase OS=Mus musculus OX=10090 GN=Pgghg PE=1 SV=1,6
68.2,51,75.9,82.4,79.9,76.3,100.1,66.6,84.8,87.7,111.8,98.9,143.6,160.8,141.8,168.6,116,118.1,106.5,162.3,Q60772,Cyclin-dependent kinase 4 inhibitor C OS=Mus musculus OX=10090 GN=Cdkn2c PE=1 SV=1,13
492.8,274.7,298.3,841.3,271.8,597.6,629.9,441.2,399.5,448.8,466.1,470.4,751.6,677.9,488.1,645.8,374.9,507.6,328.6,633.3,Q765H6,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B OS=Mus musculus OX=10090 GN=Mgat5b PE=1 SV=1",1
74.5,52.5,93.9,101.8,99.4,96.5,94.5,75.3,92.7,83,40.5,34.1,67.5,50.3,61.2,63.3,46.3,46.8,41.4,63.2,Q921F4,Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 GN=Hnrnpll PE=1 SV=3,8
149.8,93.1,111.4,246.2,101.6,161.6,170.9,104.6,97.7,102.6,50.1,48.7,76.7,65.8,55.9,66.2,40.4,53.4,31.8,72.3,Q91YQ5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Rpn1 PE=1 SV=1,18
59.1,37.3,63.9,60.3,49.4,50.7,45.9,41.3,50.5,46.3,46.6,32.6,60.5,42.5,54.5,58.1,32.1,39.2,36.6,52.6,Q9WV54,Acid ceramidase OS=Mus musculus OX=10090 GN=Asah1 PE=1 SV=1,11
97.3,54.5,60.7,76.1,73.9,79.2,84.1,72.4,68.4,79.7,62.8,64.1,69,65.3,65.9,59,42.9,63.1,51.7,82.3,Q9DCU9,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Mus musculus OX=10090 GN=Hoga1 PE=1 SV=1",18
,,,,,,,,,,14.3,13.9,36.7,22.7,29.2,25.2,22.6,23.8,17.3,26.3,A7MCT6,Ethanolamine kinase 2 OS=Mus musculus OX=10090 GN=Etnk2 PE=1 SV=1,11
22.2,16.7,46.6,27.2,39.7,24.1,34.1,24.7,11.9,24.7,,,,,,,,,,,Q5FW60,Major urinary protein 20 OS=Mus musculus OX=10090 GN=Mup20 PE=1 SV=1,6
63.4,29.5,47.5,47.6,46.3,57.9,43.8,52.4,39.1,50.8,24.4,24.1,45.3,37,35.7,31.7,27.3,30.7,21.9,40.4,Q8BFR4,N-acetylglucosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Gns PE=1 SV=1,5
52.7,36.9,92.7,100.2,83.8,60.9,79,57.9,76.7,68.7,30.8,27.9,46.9,32.5,32,37.7,25.1,27.9,26.7,39.1,P58750,Serine/threonine-protein kinase pim-3 OS=Mus musculus OX=10090 GN=Pim3 PE=1 SV=1,2
35.4,19.2,33,32.9,28.1,29.9,35,28.3,32.5,23.9,25.1,29.2,26.1,35.6,23.3,22.5,28.6,20.9,20.7,23.9,P23953,Carboxylesterase 1C OS=Mus musculus OX=10090 GN=Ces1c PE=1 SV=4,16
30.2,20.9,17.6,48.9,29.1,34.2,25,28.9,26.9,24.8,8.3,7.9,18,13.8,12.9,14.2,7.2,9,2.9,13.9,P61022,Calcineurin B homologous protein 1 OS=Mus musculus OX=10090 GN=Chp1 PE=1 SV=2,4
,,,,,,,,,,13.3,8.8,14.9,11,14,12.2,8,7.5,10.9,16.2,P18653,Ribosomal protein S6 kinase alpha-1 OS=Mus musculus OX=10090 GN=Rps6ka1 PE=1 SV=1,4
95.2,57.2,105.9,117.5,97.9,109,104.2,83.4,85.5,88.2,73.5,68.1,99.4,72.2,89.1,83.1,67.7,63.4,60.4,92.9,Q9ERK4,Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1,4
67.6,48,80.7,88.7,72.8,71.6,77.5,58.6,70.4,77.5,55.2,49,77.4,56.9,61.4,66.1,49.2,54.1,51.6,79.4,Q9CZD3,Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars1 PE=1 SV=1,14
37.3,15.4,34,39.2,30.8,36.6,37.7,25.9,37.2,26.5,24,26.8,41.5,26.3,36,42.7,39.7,28.4,32.7,44.7,Q9JKV5,Secretory carrier-associated membrane protein 4 OS=Mus musculus OX=10090 GN=Scamp4 PE=1 SV=1,5
88.8,49.9,83.7,83.3,75.4,94.4,79.3,67.1,76.9,76.7,53.5,43.8,62.3,59,53.3,49.6,69.4,50.7,43.5,60.3,P45591,Cofilin-2 OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1,5
14.1,8.2,9.5,22.1,10.9,17.7,17.8,9.5,11.2,14.6,,,,,,,,,,,P24457,Cytochrome P450 2D11 OS=Mus musculus OX=10090 GN=Cyp2d11 PE=2 SV=2,9
54.7,32.4,79.5,67.3,70.3,61.7,69.1,53.9,63,53.6,,,,,,,,,,,Q8VC31,Coiled-coil domain-containing protein 9 OS=Mus musculus OX=10090 GN=Ccdc9 PE=1 SV=1,4
228.5,126.6,248.4,222.9,224.2,225.9,248.3,166.3,234.2,196.2,115.8,107.3,115.5,114.7,110.7,95.9,86.3,73.4,80.6,145,A2ADY9,Protein DDI1 homolog 2 OS=Mus musculus OX=10090 GN=Ddi2 PE=1 SV=1,30
13.4,10.2,13.8,31.4,23.4,15.8,39.9,17,22.3,25.9,38.1,30.3,69.7,40.9,39.7,49.2,47.4,38.8,30.4,47.5,P28653,Biglycan OS=Mus musculus OX=10090 GN=Bgn PE=1 SV=1,5
34.7,24.7,82.4,50.4,38.9,40.6,36.1,28.8,36.3,31.4,70.2,58.3,82,69.7,71.3,83.4,57.2,66.3,54.7,91.7,Q8VCG4,Complement component C8 gamma chain OS=Mus musculus OX=10090 GN=C8g PE=1 SV=1,25
18.8,10,14,18.6,14.5,17.5,17.5,13.9,17.4,12.6,,,,,,,,,,,Q6P9N1,Hyccin OS=Mus musculus OX=10090 GN=Fam126a PE=1 SV=3,2
89.8,76.5,98.2,121.8,90.8,112.4,106,74.4,101,108.6,26.7,23,35.1,31.2,37,34.5,18.9,28,22.7,32.4,P22315,"Ferrochelatase, mitochondrial OS=Mus musculus OX=10090 GN=Fech PE=1 SV=2",16
33.2,15.9,40,34.1,35.5,35,35.7,30.7,33.9,30.1,63.7,50.6,76.6,58.5,64.2,73.1,55.7,53,48.4,72.4,P62137,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1ca PE=1 SV=1,20
197.9,123.3,225.2,241.6,200.7,208.8,220.9,148.3,188.9,182.8,42.9,45.3,61.1,61,55.8,56.8,31.5,40.8,43.3,59.2,P62281,40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3,18
210.9,122.3,210,221.7,218,223.1,212.9,173.2,190.9,207.3,180.7,179.1,259.1,205.6,225.7,201.7,173.5,164.6,142.6,225.2,Q8QZR5,Alanine aminotransferase 1 OS=Mus musculus OX=10090 GN=Gpt PE=1 SV=3,34
74.9,45.8,91.5,98.1,82.8,84.5,77.4,71.2,71,71.9,50.8,33.3,58.5,38.7,45.7,45.4,28.7,36.5,29.6,56.6,Q07797,Galectin-3-binding protein OS=Mus musculus OX=10090 GN=Lgals3bp PE=1 SV=1,21
58.4,36.8,118.8,116.4,92.2,81.9,99.8,42.9,108.5,54.3,23,19,147.5,81.2,171.4,162.4,85,42.8,166.3,55.4,A2AUM9,Centrosomal protein of 152 kDa OS=Mus musculus OX=10090 GN=Cep152 PE=1 SV=1,0
54.6,38.2,24.7,29.9,50.3,48.2,58.4,38.8,77.4,62.3,73.9,52.6,84.9,85.8,57.6,88.6,66.2,85.9,67.5,84.4,P29391,Ferritin light chain 1 OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=2,20
44.5,25.1,49.4,45.5,43.1,45.7,46.2,42.7,49.1,43.9,,,,,,,,,,,Q8BFW4,Tripartite motif-containing protein 65 OS=Mus musculus OX=10090 GN=Trim65 PE=1 SV=1,1
,,,,,,,,,,9.5,6.7,16.8,10.4,8.9,9.7,19.9,9.1,7.9,15,Q8CIG9,F-box/LRR-repeat protein 8 OS=Mus musculus OX=10090 GN=Fbxl8 PE=1 SV=1,3
38.6,25.3,55.1,61.6,50,50.9,54.8,41.5,52.2,45.5,43.7,34.5,68.1,49,59.8,59,41.6,48.6,39.4,64.6,P60843,Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1,34
45.1,25.4,28.2,50.6,42.9,41.6,42.4,28.3,15.9,33.7,77.3,104.1,158.9,136.9,72,57.1,99.1,80.5,28.7,95,P27786,"Steroid 17-alpha-hydroxylase/17,20 lyase OS=Mus musculus OX=10090 GN=Cyp17a1 PE=1 SV=1",12
156.9,108.3,112.2,126.7,119.9,143.6,116.3,118.4,108.4,137.2,117.1,124.9,99.9,112.7,70.1,67.9,77.8,108.5,42.2,156.1,Q8QZY2,Glycerate kinase OS=Mus musculus OX=10090 GN=Glyctk PE=1 SV=1,10
80.7,55.8,63.9,70.5,72.4,78.6,66.2,66.5,68.5,77.5,113.6,88.8,95.8,92.2,93.2,88.8,76.3,92.7,73.3,133.2,Q3UQ84,"Threonine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Tars2 PE=1 SV=1",1
18.7,10.8,13.8,33.7,14.1,19.2,20.1,13.8,16.9,16.6,24.6,24.9,44.5,30.1,32.3,35,43.1,33.1,19,38.6,Q3U9G9,Delta(14)-sterol reductase LBR OS=Mus musculus OX=10090 GN=Lbr PE=1 SV=2,4
17.2,10,23.9,24.1,23.1,24,23.1,15.2,19.3,22.2,,,,,,,,,,,Q925F2,Endothelial cell-selective adhesion molecule OS=Mus musculus OX=10090 GN=Esam PE=1 SV=1,5
24.8,14,17.2,33.5,12.2,24.2,24.8,15,15.2,17.7,16,16.4,17,17.1,16.4,23.6,11.2,12.7,9.3,19.8,Q91XD7,Protein disulfide isomerase Creld1 OS=Mus musculus OX=10090 GN=Creld1 PE=1 SV=1,6
22,14.5,13.3,28.3,14,17.2,19,16.8,19,19.8,27.1,27,41.3,35.6,28.5,33.2,26,31.9,20.1,42.6,Q78IK4,MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1,11
44.8,33.6,44,50.3,37.1,46.3,40.4,31.6,41.9,39.2,25.1,22.5,27.1,23,26.2,22.1,20.1,17.4,16.4,35.3,P46061,Ran GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rangap1 PE=1 SV=2,5
12,10.4,12.3,11.1,13.8,18.9,14.5,25.3,11.8,25.2,8.2,8.3,9.5,8.2,11.9,11,77.3,17.4,12.3,24.6,O55126,Protein NipSnap homolog 2 OS=Mus musculus OX=10090 GN=Nipsnap2 PE=1 SV=1,16
32.3,17.6,38.8,43,33.7,29.7,31.2,24.1,36.4,39.1,11.2,9.5,18.6,11.3,17.3,16.8,9.4,10.3,9.3,16.4,Q3UMB9,WASH complex subunit 4 OS=Mus musculus OX=10090 GN=Washc4 PE=1 SV=2,2
36.7,19.3,32.1,30.9,30.4,40.3,27.7,22.1,24.8,30.1,110.9,115.1,121.3,204.8,137.3,181.1,87.6,124.8,71.6,172.6,Q9Z0K8,Pantetheinase OS=Mus musculus OX=10090 GN=Vnn1 PE=1 SV=3,8
67.9,37.1,80.2,66.9,66.1,75.2,76.9,67.3,85,72.3,7.6,8.8,14,9.8,11.1,10,9,10,8.6,12.3,Q62048,Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1,9
14.2,10,18.5,18.8,13.2,12.6,15.7,11.2,16.5,12.2,12.2,8.8,14.7,9.6,8.4,10.4,8.7,9.7,9.3,10.3,Q91ZN5,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Mus musculus OX=10090 GN=Slc35b2 PE=1 SV=1,2
25.6,14.1,17,34.8,18.2,25.3,23.7,19.2,14.9,22.5,,,,,,,,,,,Q8BLF1,Neutral cholesterol ester hydrolase 1 OS=Mus musculus OX=10090 GN=Nceh1 PE=1 SV=1,7
,,,,,,,,,,22,20.6,35.9,28.3,36.1,24.3,31.9,19.9,23.9,35,O35711,Liprin-beta-2 OS=Mus musculus OX=10090 GN=Ppfibp2 PE=1 SV=3,7
13.8,11.3,17.4,20.4,13.4,14.8,18.8,11.2,16.4,13.4,60.3,52.9,97,60.4,68.8,72.3,66,82.5,56.6,82.8,P23475,X-ray repair cross-complementing protein 6 OS=Mus musculus OX=10090 GN=Xrcc6 PE=1 SV=5,4
,,,,,,,,,,50.5,48,64.9,64.9,63.4,71.2,50,51.3,50.5,63.7,Q8VE95,UPF0598 protein C8orf82 homolog OS=Mus musculus OX=10090 PE=1 SV=1,20
126.7,77.8,133.1,144,134.5,117.1,121,87.3,100.3,101.6,99.4,98.1,179.2,130,150.8,101.6,92.6,92.9,76.7,120.1,Q3UZZ6,Sulfotransferase 1 family member D1 OS=Mus musculus OX=10090 GN=Sult1d1 PE=1 SV=1,13
129.6,95.6,120.2,150.6,129.1,118.5,115.1,103.1,93.9,108.3,71.2,68.6,84.5,78.2,88.1,75.7,61.5,75.2,56,82.9,Q9QZH6,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial OS=Mus musculus OX=10090 GN=Ecsit PE=1 SV=2",11
580.3,383.9,531.5,609.1,514.3,564.5,538.9,430.7,504.4,486.9,546.2,519.2,675.8,609.6,624.4,581.5,482.8,534.5,418.3,711.9,Q03265,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1",35
76.6,43.3,69.4,76.4,65.9,74.9,79.9,55.2,58.3,55.5,33.8,26.3,38,39.5,36.2,36.8,24.1,31.1,22.3,43.2,Q8VE22,"28S ribosomal protein S23, mitochondrial OS=Mus musculus OX=10090 GN=Mrps23 PE=1 SV=1",14
87.4,53.9,118.3,93.3,93.8,91,107.4,92.7,102.1,94.6,,,,,,,,,,,Q9WTX2,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Mus musculus OX=10090 GN=Prkra PE=1 SV=1,4
,,,,,,,,,,39.6,44.4,64.1,54.8,66.3,62.7,88.7,53.9,39.8,68.5,Q9WVF7,DNA polymerase epsilon catalytic subunit A OS=Mus musculus OX=10090 GN=Pole PE=1 SV=3,0
38.5,17.8,32.4,54.9,33.5,33.8,29.2,28.4,34.6,32.8,25.7,34.4,72.7,42.4,44.3,42.1,38.9,34.8,25.4,49.8,Q3T9X0,"Solute carrier family 2, facilitated glucose transporter member 9 OS=Mus musculus OX=10090 GN=Slc2a9 PE=1 SV=1",4
81.2,53,107,106.7,88.3,101.1,85.3,74.3,77.9,83.4,147,130.5,226.4,170.1,199.8,174.6,142.3,144.6,125.4,182.4,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Mus musculus OX=10090 GN=Slc9a3r1 PE=1 SV=3,19
106.6,74,129.6,129.4,116.9,121.3,122.8,104.6,127.2,111.5,64.8,60.1,74.3,64.1,64.5,68.4,49.8,66.8,53.3,79.2,O55023,Inositol monophosphatase 1 OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1,12
63.2,46.4,65.9,65,58.4,65.3,70.5,59.3,64.7,69.1,71,55.9,73.5,66.9,68.8,62,49.9,57.7,50.4,78.1,P20108,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1",12
160.5,107.2,173.6,186.5,168.5,161.5,176.2,126.8,179.9,158.7,276.7,259.2,387.8,318.5,339.3,324.9,265.9,283.6,238.3,338.3,Q7TN83,Synaptotagmin-16 OS=Mus musculus OX=10090 GN=Syt16 PE=1 SV=1,1
96.2,66.7,100.4,75.3,76.2,100.6,104.4,90.1,97.1,103.4,146.7,122.8,94.8,190,133.3,137.2,133.9,120.2,88.8,155.3,P09813,Apolipoprotein A-II OS=Mus musculus OX=10090 GN=Apoa2 PE=1 SV=2,10
320.8,147.3,178.3,429.3,217,313.5,281.7,222.6,201.4,239.7,114.6,133.6,235.7,136,127.9,132.1,105.6,115.5,83.1,168.6,O88451,Retinol dehydrogenase 7 OS=Mus musculus OX=10090 GN=Rdh7 PE=1 SV=1,28
151.9,99.2,185.8,172.8,204.2,187.5,158.4,130.1,162.3,153.8,135.9,121.2,206.2,147.1,170.9,167.9,125,132.6,128.1,190.3,Q9WUU7,Cathepsin Z OS=Mus musculus OX=10090 GN=Ctsz PE=1 SV=1,7
15,11.3,14.2,21.2,16.6,20.1,19.8,12.9,15.8,18.7,11.2,7.6,19.1,9.1,11.3,10.5,7,9.2,5,13.3,P06537,Glucocorticoid receptor OS=Mus musculus OX=10090 GN=Nr3c1 PE=1 SV=1,5
304.3,187.7,262.8,329.6,262.1,349.9,272.3,254.5,220.1,280.3,47.6,50.8,66.9,52.1,47.4,44.5,50.8,50.1,41.8,72.5,Q80Z10,Astrotactin-2 OS=Mus musculus OX=10090 GN=Astn2 PE=1 SV=2,1
24.2,15.5,21,21.2,25.1,27.8,26.3,19.7,16.9,22.3,,,,,,,,,,,Q9CQ79,Thioredoxin domain-containing protein 9 OS=Mus musculus OX=10090 GN=Txndc9 PE=1 SV=1,4
159.2,97.6,257.4,334.3,218.1,233.1,225.7,145.7,198.2,148.7,,,,,,,,,,,Q3U515,von Willebrand factor C and EGF domain-containing protein OS=Mus musculus OX=10090 GN=Vwce PE=2 SV=2,1
30.2,21,40.8,40.2,33.5,37.7,36.7,27.2,33.1,34.1,24.9,18.9,35,20.1,34.2,23.1,16.4,19.7,21.5,26.7,Q5FWK3,Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arhgap1 PE=1 SV=1,14
62.7,32.6,39.3,92.4,42.9,68.2,72.7,44,51.2,36.8,34.4,32.5,85.8,48.8,41.5,44.3,37.7,36.7,19.7,68.2,Q9DCX8,Iodotyrosine deiodinase 1 OS=Mus musculus OX=10090 GN=Iyd PE=1 SV=1,4
13.5,10.1,16.3,17.6,12.8,14.8,17.3,11.3,14.8,13.7,48.5,40.2,44.9,44.2,36.7,40.4,31,43.8,24.6,57.8,Q9DCJ9,N-acetylneuraminate lyase OS=Mus musculus OX=10090 GN=Npl PE=1 SV=1,12
53,48.9,43.6,72,59.6,63.7,78,55.3,55.9,46.5,51.9,56.4,98.2,68.3,91.6,87.6,291,114.3,74.1,140.2,Q9DBJ1,Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3,16
36.4,24.6,33.1,44.5,27.1,42.8,29.3,32.1,26.2,37.7,,,,,,,,,,,Q9CQZ0,ORM1-like protein 2 OS=Mus musculus OX=10090 GN=Ormdl2 PE=1 SV=1,12
38.1,29.2,33.4,43.4,34.9,36,34.8,30.8,28.6,27.6,35,30.6,47.9,38.2,41.7,36.4,30.6,30.8,29.5,47.4,Q8K2C6,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Mus musculus OX=10090 GN=Sirt5 PE=1 SV=1",19
64,61.8,129,69.4,62.5,56.7,69.4,60.5,63.3,76.9,70.7,45.4,67,83.3,64.4,70,51.6,64.9,42.3,68.3,E9PV24,Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga PE=1 SV=1,17
